Year,Volume,Issue,Title,Authors,DOI,Link
1976,1,2,Errata,,10.5465/amr.1976.57141415,https://journals.aom.org/doi/10.5465/amr.1976.57141415
1976,1,2,An Industry-Occupational Forecast Incorporating Technological Change for Local/Regional Manpower Planning,John L. Iacobelli; Jan P. Muczyk,10.5465/amr.1976.4408686,https://journals.aom.org/doi/10.5465/amr.1976.4408686
1976,1,2,The Death of Management — A Search for Causes,George Warren Rimler,10.5465/amr.1976.4408691,https://journals.aom.org/doi/10.5465/amr.1976.4408691
1976,1,2,Business Policy and Planning,Dan Schendel; John Douglas,10.5465/amr.1976.4408693,https://journals.aom.org/doi/10.5465/amr.1976.4408693
1976,1,2,Production/Operations Management,George J. Gore,10.5465/amr.1976.4408697,https://journals.aom.org/doi/10.5465/amr.1976.4408697
1976,1,2,Organizational Communication,George Donald Porterfield,10.5465/amr.1976.4408700,https://journals.aom.org/doi/10.5465/amr.1976.4408700
1976,1,2,Organizational Development,R. Wayne Boss,10.5465/amr.1976.4408705,https://journals.aom.org/doi/10.5465/amr.1976.4408705
1976,1,2,Personal/Human Resources,Edwin L. Miller,10.5465/amr.1976.4408707,https://journals.aom.org/doi/10.5465/amr.1976.4408707
1976,1,2,Managerial Consultation,James H. Healey,10.5465/amr.1976.4408715,https://journals.aom.org/doi/10.5465/amr.1976.4408715
1976,1,2,Health Care Administration,Thomas A. Natiello,10.5465/amr.1976.4408719,https://journals.aom.org/doi/10.5465/amr.1976.4408719
1976,1,3,The Social Response Process in Commercial Banks: An Empirical Investigation,Edwin A. Murray Jr.,10.5465/amr.1976.4400575,https://journals.aom.org/doi/10.5465/amr.1976.4400575
1976,1,3,The Organization and Management of the Temple Corporations in Ancient Mesopotamia,Richard L. A. Sterba,10.5465/amr.1976.4400578,https://journals.aom.org/doi/10.5465/amr.1976.4400578
1976,1,3,The Congruence of Factor-Analytic Structures: Comparisons of Four Procedures and Their Solutions,Robert T. Golembiewski; Keith Billingsley; Samuel Yeager,10.5465/amr.1976.4400581,https://journals.aom.org/doi/10.5465/amr.1976.4400581
1976,1,3,Bureaucracy and Professionalism: A Reconsideration of Weber's Thesis,Nina Toren,10.5465/amr.1976.4400734,https://journals.aom.org/doi/10.5465/amr.1976.4400734
1976,1,3,A Framework for the Comparative Analysis of Personnel Administration,V. V. Murray; Harish C. Jain; Roy J. Adams,10.5465/amr.1976.4400805,https://journals.aom.org/doi/10.5465/amr.1976.4400805
1976,1,3,A Theoretical Synthesis of Job Performance and the Evaluative Dimension of Organizational Climate: A Social Psychological Perspective,Bruce M. Meglino,10.5465/amr.1976.4400809,https://journals.aom.org/doi/10.5465/amr.1976.4400809
1976,1,3,Seducing the Elites: The Politics of Decision Making and Innovation in Organizational Network,George Kelley,10.5465/amr.1976.4400814,https://journals.aom.org/doi/10.5465/amr.1976.4400814
1976,1,3,Changing Toward Participative Management Approaches: A Model and Method,Marshall Sashkin,10.5465/amr.1976.4400820,https://journals.aom.org/doi/10.5465/amr.1976.4400820
1976,1,3,Towards A Systemic Methodology For Evaluating The Impact Of Interventions On Organizational Effectiveness,Ralph H. Kilmann; Richard P. Herden,10.5465/amr.1976.4400864,https://journals.aom.org/doi/10.5465/amr.1976.4400864
1976,1,3,Productivity From Scanlon-type Plans,A. J. Geare,10.5465/amr.1976.4400868,https://journals.aom.org/doi/10.5465/amr.1976.4400868
1976,1,3,Simulation Gaming: The Confluence of Quantitative and Behavioral Theory,Henry P. Sims Jr.; Herbert H. Hand,10.5465/amr.1976.4400874,https://journals.aom.org/doi/10.5465/amr.1976.4400874
1976,1,3,The Experiential Exercise Situation: A Comment on Instructional Role and Pedagogy Evaluation,Samuel C. Certo,10.5465/amr.1976.4400877,https://journals.aom.org/doi/10.5465/amr.1976.4400877
1976,1,3,Classroom Techniques in Teaching by the Case Method,Ram Charan,10.5465/amr.1976.4400979,https://journals.aom.org/doi/10.5465/amr.1976.4400979
1976,1,3,The Maligned F.W. Taylor: A Reply to His Many Critics,Louis W. Fry,10.5465/amr.1976.4401035,https://journals.aom.org/doi/10.5465/amr.1976.4401035
1976,1,3,A Practical Application of Management and Organization Theory for the Academic Administrator,Gerald W. Baltz,10.5465/amr.1976.4401299,https://journals.aom.org/doi/10.5465/amr.1976.4401299
1976,1,3,Zen and the Art of Motorcycle Maintenance,Alan C. Filley,10.5465/amr.1976.4401303,https://journals.aom.org/doi/10.5465/amr.1976.4401303
1976,1,3,Platform for Change,Daniel M. Duncan,10.5465/amr.1976.4401305,https://journals.aom.org/doi/10.5465/amr.1976.4401305
1976,1,3,Experiences in Management and Organizational Behavior,John R. Schermerhorn Jr.,10.5465/amr.1976.4401309,https://journals.aom.org/doi/10.5465/amr.1976.4401309
1976,1,3,Experiences in Management and Organizational Behavior,Marietta G. Morris,10.5465/amr.1976.4401480,https://journals.aom.org/doi/10.5465/amr.1976.4401480
1976,1,3,Multinational Corporations: The Problems and the  Prospects,Jan B. Luytjes,10.5465/amr.1976.4401482,https://journals.aom.org/doi/10.5465/amr.1976.4401482
1976,1,4,Editorial Comment,Max S. Wortsman,10.5465/amr.1976.4396226,https://journals.aom.org/doi/10.5465/amr.1976.4396226
1976,1,4,Hypotheses Related to Strategy Formulation in Large Divisionalized Companies,Raymond M. Kinnunen,10.5465/amr.1976.4396231,https://journals.aom.org/doi/10.5465/amr.1976.4396231
1976,1,4,Values — A Necessary but Neglected Ingredient of Motivation on the Job,Martha A. Brown,10.5465/amr.1976.4396236,https://journals.aom.org/doi/10.5465/amr.1976.4396236
1976,1,4,"On the Nature, Formation, and Maintenance of Relations Among Organizations",Andrew H. Van De Ven,10.5465/amr.1976.4396447,https://journals.aom.org/doi/10.5465/amr.1976.4396447
1976,1,4,Some Conceptual and Methodological Issues in Expectancy Models of Work Performance Motivation,Terry Connolly,10.5465/amr.1976.4396458,https://journals.aom.org/doi/10.5465/amr.1976.4396458
1976,1,4,Job Satisfaction as a Social Concern,Ronald L. Wiggins; Richard D. Steade,10.5465/amr.1976.4396465,https://journals.aom.org/doi/10.5465/amr.1976.4396465
1976,1,4,Authority Relations in Different Organizational Systems,David C. Limerick,10.5465/amr.1976.4396472,https://journals.aom.org/doi/10.5465/amr.1976.4396472
1976,1,4,Task Effectiveness and Human Fulfillment in Organizations: A Review and Development of a Conceptual Contingency Model,Paul M. Nemiroff; David L. Ford Jr.,10.5465/amr.1976.4396478,https://journals.aom.org/doi/10.5465/amr.1976.4396478
1976,1,4,Task Design: A Literature Review,Jon L. Pierce; Randall B. Dunham,10.5465/amr.1976.4396611,https://journals.aom.org/doi/10.5465/amr.1976.4396611
1976,1,4,A Model of Task Group Development in Complex Organizations and a Strategy of Implementation,J. Stephen Heinen; Eugene Jacobson,10.5465/amr.1976.4396620,https://journals.aom.org/doi/10.5465/amr.1976.4396620
1976,1,4,Workers' Compensation — An Adequate Employee Benefit?,Robert J. Paul,10.5465/amr.1976.4396625,https://journals.aom.org/doi/10.5465/amr.1976.4396625
1976,1,4,Business Games Have Failed,John J. Neuhauser,10.5465/amr.1976.4396631,https://journals.aom.org/doi/10.5465/amr.1976.4396631
1976,1,4,The Management Clinic: Meeting the Challenge of Relevancy in Management Education,M. K. Badawy,10.5465/amr.1976.4396839,https://journals.aom.org/doi/10.5465/amr.1976.4396839
1976,1,4,A Comment on Business Policy Teaching Research,Charles C. Snow,10.5465/amr.1976.4396842,https://journals.aom.org/doi/10.5465/amr.1976.4396842
1976,1,4,A Response to Snow's Comment on Business Policy Teaching Research,Joseph Wolfe,10.5465/amr.1976.4396845,https://journals.aom.org/doi/10.5465/amr.1976.4396845
1976,1,4,Who's In Charge Here?,H. R. Smith,10.5465/amr.1976.4396873,https://journals.aom.org/doi/10.5465/amr.1976.4396873
1976,1,4,Power and the Power Process: Linkage Concepts,Bruce H. Kemelgor,10.5465/amr.1976.4396978,https://journals.aom.org/doi/10.5465/amr.1976.4396978
1976,1,4,Staffing Organizations/Careers in Organizations.,J. Richard Box,10.5465/amr.1976.4397087,https://journals.aom.org/doi/10.5465/amr.1976.4397087
1976,1,4,Management of Hospitals,William E. Corley,10.5465/amr.1976.4397207,https://journals.aom.org/doi/10.5465/amr.1976.4397207
1976,1,4,New Ways of Managing Conflict,James L. Gibson,10.5465/amr.1976.4397240,https://journals.aom.org/doi/10.5465/amr.1976.4397240
1977,2,1,Editorial Comment,Max. S. Wortsman,10.5465/amr.1977.26224708,https://journals.aom.org/doi/10.5465/amr.1977.26224708
1977,2,1,Technology and the Study of Organizations: An Overview and Appraisal,David F. Gillespie; Dennis S. Mileti,10.5465/amr.1977.4409149,https://journals.aom.org/doi/10.5465/amr.1977.4409149
1977,2,1,"Technology, Organizations, and Contingency",Mariann Jelinek,10.5465/amr.1977.4409151,https://journals.aom.org/doi/10.5465/amr.1977.4409151
1977,2,1,"Organization Structure, Individual Attitudes and Innovation",Jon L. Pierce; André L. Delbecq,10.5465/amr.1977.4409154,https://journals.aom.org/doi/10.5465/amr.1977.4409154
1977,2,1,Unifying Concepts in Social Responsibility,Stahrl W. Edmunds,10.5465/amr.1977.4409157,https://journals.aom.org/doi/10.5465/amr.1977.4409157
1977,2,1,A Reappraisal and Reinterpretation of the Satisfaction-Causes-Performance Hypothesis,Dennis W. Organ,10.5465/amr.1977.4409162,https://journals.aom.org/doi/10.5465/amr.1977.4409162
1977,2,1,Entrepreneurs and Ventures: An Attempt at Classification and Clarification,Frederick Arthur Webster,10.5465/amr.1977.4409165,https://journals.aom.org/doi/10.5465/amr.1977.4409165
1977,2,1,Nonlinear Retrospective: A Student's First Academy Meeting,Mary Van Sell,10.5465/amr.1977.26224769,https://journals.aom.org/doi/10.5465/amr.1977.26224769
1977,2,1,Individual Power and Political Behaviors in Organizations: An Inadequately Explored Reality,Virginia E. Schein,10.5465/amr.1977.4409169,https://journals.aom.org/doi/10.5465/amr.1977.4409169
1977,2,1,Leader Power for Managing Change,James A. Lee,10.5465/amr.1977.4409170,https://journals.aom.org/doi/10.5465/amr.1977.4409170
1977,2,1,Information Systems for Social Reporting,James E. Post; Marc J. Epstein,10.5465/amr.1977.4409172,https://journals.aom.org/doi/10.5465/amr.1977.4409172
1977,2,1,Policy As a Field of Management Theory,Henry Mintzberg,10.5465/amr.1977.4409174,https://journals.aom.org/doi/10.5465/amr.1977.4409174
1977,2,1,The Ambiguity of Leadership,Jeffrey Pfeffer,10.5465/amr.1977.4409175,https://journals.aom.org/doi/10.5465/amr.1977.4409175
1977,2,1,Differences in Motivational Properties between Job Enlargement and Job Enrichment,Kae H. Chung; Monica F. Ross,10.5465/amr.1977.4409178,https://journals.aom.org/doi/10.5465/amr.1977.4409178
1977,2,1,Laboratory Experimentation with Organizations: A Reappraisal,Karl E. Weick,10.5465/amr.1977.4409180,https://journals.aom.org/doi/10.5465/amr.1977.4409180
1977,2,1,Toward A Positive Theory of Corporate Social Involvement,Arthur Elkins,10.5465/amr.1977.4409184,https://journals.aom.org/doi/10.5465/amr.1977.4409184
1977,2,1,Marginality - A Neglected Dimension in the Design of Work,Chester C. Cotton,10.5465/amr.1977.4409189,https://journals.aom.org/doi/10.5465/amr.1977.4409189
1977,2,1,Innovative Strategies for Improving MIS Utilization,Charles D. Schewe; James L. Wiek,10.5465/amr.1977.4409191,https://journals.aom.org/doi/10.5465/amr.1977.4409191
1977,2,1,What are the Principles of “Principles of Management”?,Joel E. Ross; Robert G. Murdick,10.5465/amr.1977.4409193,https://journals.aom.org/doi/10.5465/amr.1977.4409193
1977,2,1,Book Reviews,John Douglas; Malcolm W. Owings,10.5465/amr.1977.26224774,https://journals.aom.org/doi/10.5465/amr.1977.26224774
1977,2,2,A General Contingency Theory of Management,Fred Luthans; Todd I. Stewart,10.5465/amr.1977.4409038,https://journals.aom.org/doi/10.5465/amr.1977.4409038
1977,2,2,Speaking Out in the Corporate Community,Tony McAdams,10.5465/amr.1977.4409039,https://journals.aom.org/doi/10.5465/amr.1977.4409039
1977,2,2,A Political Approach to Organizations: A Review and Rationale,Michael L. Tushman,10.5465/amr.1977.4409042,https://journals.aom.org/doi/10.5465/amr.1977.4409042
1977,2,2,Boundary Spanning Roles and Organization Structure,Howard Aldrich; Diane Herker,10.5465/amr.1977.4409044,https://journals.aom.org/doi/10.5465/amr.1977.4409044
1977,2,2,The Variables of Leadership: A Review and Conceptual Framework,Jeffrey C. Barrow,10.5465/amr.1977.4409046,https://journals.aom.org/doi/10.5465/amr.1977.4409046
1977,2,2,Executive Succession in the Corporate Organization: A Current Integration,Donald Helmich,10.5465/amr.1977.4409050,https://journals.aom.org/doi/10.5465/amr.1977.4409050
1977,2,2,The Uses of the Intrinsic-Extrinsic Distinction in Explaining Motivation and Organizational Behavior,Laurie A. Broedling,10.5465/amr.1977.4409056,https://journals.aom.org/doi/10.5465/amr.1977.4409056
1977,2,2,Casing Casemethod Methods,Arch R. Dooley; Wickham Skinner,10.5465/amr.1977.4409058,https://journals.aom.org/doi/10.5465/amr.1977.4409058
1977,2,2,The Management of Learning Grid for Management Development,Bernard Keys,10.5465/amr.1977.4409062,https://journals.aom.org/doi/10.5465/amr.1977.4409062
1977,2,2,Real-Time Studies in Organizational Research,John E. Ettlie,10.5465/amr.1977.4409066,https://journals.aom.org/doi/10.5465/amr.1977.4409066
1977,2,2,"A Satire: The Phenomenology of the Confirmed Thinker, or “Catch-22 in a T-Group”",Adam Gulliver; Kenneth W. Thomas,10.5465/amr.1977.4409111,https://journals.aom.org/doi/10.5465/amr.1977.4409111
1977,2,2,The Turnover Matrix: A Theoretical Model to Aid in the Application of Resources,Jack W. English,10.5465/amr.1977.4409115,https://journals.aom.org/doi/10.5465/amr.1977.4409115
1977,2,2,Real-Time Management — An Analogy,Israel Borovits; Eli Segev,10.5465/amr.1977.4409116,https://journals.aom.org/doi/10.5465/amr.1977.4409116
1977,2,2,Public Policy and Price Discrimination in Favor of Nonprofit and Against Profit Seeking Organizations,Richard P. Nielsen,10.5465/amr.1977.4409118,https://journals.aom.org/doi/10.5465/amr.1977.4409118
1977,2,2,The Unconscious Conspiracy,Ben Weeks,10.5465/amr.1977.4409121,https://journals.aom.org/doi/10.5465/amr.1977.4409121
1977,2,2,The Social Challenge to Business,Edmund R. Gray,10.5465/amr.1977.4409123,https://journals.aom.org/doi/10.5465/amr.1977.4409123
1977,2,2,Introduction to Management Information Systems,Richard Gilman,10.5465/amr.1977.4409125,https://journals.aom.org/doi/10.5465/amr.1977.4409125
1977,2,2,Classics in Scientific Management,Daniel A. Wren,10.5465/amr.1977.4409128,https://journals.aom.org/doi/10.5465/amr.1977.4409128
1977,2,2,Insight to Impact: Strategies for Interpersonal and Organizational Change,Craig C. Lundberg,10.5465/amr.1977.4409132,https://journals.aom.org/doi/10.5465/amr.1977.4409132
1977,2,2,Production and Operations Management,Charles Crain,10.5465/amr.1977.4409133,https://journals.aom.org/doi/10.5465/amr.1977.4409133
1977,2,3,Organization Effectiveness Measurement and Policy Research,Bruce A. Kirchhoff,10.5465/amr.1977.4281791,https://journals.aom.org/doi/10.5465/amr.1977.4281791
1977,2,3,A History of the Span of Management,David D. Van Fleet; Arthur G. Bedeian,10.5465/amr.1977.4281795,https://journals.aom.org/doi/10.5465/amr.1977.4281795
1977,2,3,Selecting Environmental Forecasting Techniques from Business Planning Requirements,Don Lebell; O. J. Krasner,10.5465/amr.1977.4281804,https://journals.aom.org/doi/10.5465/amr.1977.4281804
1977,2,3,Concerning the Application of Human Motivation Theories in Organizational Settings,Craig C. Pinder,10.5465/amr.1977.4281808,https://journals.aom.org/doi/10.5465/amr.1977.4281808
1977,2,3,The Path Goal Theory of Leader Effectiveness: An Operant Interpretation1,Thomas C. Mawhinney; Jeffrey D. Ford,10.5465/amr.1977.4281817,https://journals.aom.org/doi/10.5465/amr.1977.4281817
1977,2,3,Implications of Managerial Talent Projections for Management Education,John B. Miner,10.5465/amr.1977.4281822,https://journals.aom.org/doi/10.5465/amr.1977.4281822
1977,2,3,Value Biases in Organizational Research,Patrick E. Connor; Boris W. Becker,10.5465/amr.1977.4281826,https://journals.aom.org/doi/10.5465/amr.1977.4281826
1977,2,3,The Mixed Blessings of Contigency Management,Leland M. Wooton,10.5465/amr.1977.4281828,https://journals.aom.org/doi/10.5465/amr.1977.4281828
1977,2,3,The Empirical and Content Validity of Assessment Centers vs. Traditional Methods for Predicting Managerial Success,Steven D. Norton,10.5465/amr.1977.4281835,https://journals.aom.org/doi/10.5465/amr.1977.4281835
1977,2,3,Goals and Direction in Personal Planning,Michael B. McCaskey,10.5465/amr.1977.4281839,https://journals.aom.org/doi/10.5465/amr.1977.4281839
1977,2,3,Approaches to the Evaluation of Organizational Effectiveness,J. Barton Cunningham,10.5465/amr.1977.4281841,https://journals.aom.org/doi/10.5465/amr.1977.4281841
1977,2,3,Productivity in the Provision of Hospital Services: A Challenge to the Management Community,Beaufort B. Longest Jr.,10.5465/amr.1977.4281846,https://journals.aom.org/doi/10.5465/amr.1977.4281846
1977,2,3,Toward Multi-Dimensional Values in Teaching: The Example of Conflict Behaviors,Kenneth W. Thomas,10.5465/amr.1977.4281851,https://journals.aom.org/doi/10.5465/amr.1977.4281851
1977,2,3,The Effectiveness of Experiential Methods in Training and Education: The Case of Role Playing,Aryeh G. Kidron,10.5465/amr.1977.4281856,https://journals.aom.org/doi/10.5465/amr.1977.4281856
1977,2,3,The Intrinsic-Extrinsic Dichotomy: Toward Conceptual Clarity,Arthur P. Brief; Ramon J. Aldag,10.5465/amr.1977.4281861,https://journals.aom.org/doi/10.5465/amr.1977.4281861
1977,2,3,Needed Research in Production/Operations Management: A Behavioral Perspective,L. L. Cummings,10.5465/amr.1977.4281866,https://journals.aom.org/doi/10.5465/amr.1977.4281866
1977,2,3,Needed Research in Organizational Behavior: A Production/Operations Management Perspective,Linda G. Sprague,10.5465/amr.1977.4281870,https://journals.aom.org/doi/10.5465/amr.1977.4281870
1977,2,3,Increasing Leadership Effectiveness,John Douglas; George deLodzia,10.5465/amr.1977.4281875,https://journals.aom.org/doi/10.5465/amr.1977.4281875
1977,2,3,Corporate Lives: A Journey into the Corporate World,Dalton E. McFarland,10.5465/amr.1977.4281878,https://journals.aom.org/doi/10.5465/amr.1977.4281878
1977,2,3,The Human Economy,Linda A. Krefting,10.5465/amr.1977.4281882,https://journals.aom.org/doi/10.5465/amr.1977.4281882
1977,2,4,Editorial Comment,M.S. W.,10.5465/amr.1977.15873733,https://journals.aom.org/doi/10.5465/amr.1977.15873733
1977,2,4,Markov Analysis in Human Resource Administration: Applications and Limitations,Herbert G. Heneman III; Marcus G. Sandver,10.5465/amr.1977.4406722,https://journals.aom.org/doi/10.5465/amr.1977.4406722
1977,2,4,The Myths of Behavior Mod in Organizations,Edwin A. Locke,10.5465/amr.1977.4406724,https://journals.aom.org/doi/10.5465/amr.1977.4406724
1977,2,4,Application of Scientific Methods to Management in the Soviet Union,Boris Milner,10.5465/amr.1977.4406729,https://journals.aom.org/doi/10.5465/amr.1977.4406729
1977,2,4,"Size, Technology, Environment and the Structure of Organizations",Jeffrey D. Ford; John W. Slocum Jr.,10.5465/amr.1977.4406731,https://journals.aom.org/doi/10.5465/amr.1977.4406731
1977,2,4,Adaptive Experiments: An Approach to Organizational Behavior Research,Edward E. Lawler III,10.5465/amr.1977.4406735,https://journals.aom.org/doi/10.5465/amr.1977.4406735
1977,2,4,Organizational Participation: A Critique and Model,Christopher R. Forrest; L. L. Cummings; Alton C. Johnson,10.5465/amr.1977.4406737,https://journals.aom.org/doi/10.5465/amr.1977.4406737
1977,2,4,Managing the Career Plateau,Thomas P. Ference; James A. F. Stoner; E. Kirby Warren,10.5465/amr.1977.4406740,https://journals.aom.org/doi/10.5465/amr.1977.4406740
1977,2,4,"Management, Humanism, and Society: The Case for Macromanagement Theory",Dalton E. McFarland,10.5465/amr.1977.4406741,https://journals.aom.org/doi/10.5465/amr.1977.4406741
1977,2,4,Shift Work: A Review and Theoretical Analysis,Randall B. Dunham,10.5465/amr.1977.4406742,https://journals.aom.org/doi/10.5465/amr.1977.4406742
1977,2,4,A Critical Inquiry into Some Assumptions and Values Characterizing OD,Patrick E. Connor,10.5465/amr.1977.4406743,https://journals.aom.org/doi/10.5465/amr.1977.4406743
1977,2,4,The Motivational Properties of Tasks,Richard M. Steers; Richard T. Mowday,10.5465/amr.1977.4406744,https://journals.aom.org/doi/10.5465/amr.1977.4406744
1977,2,4,Advantages and Limitations of an Independent Research Proposal Review System,Thomas H. Jerdee; Benson Rosen,10.5465/amr.1977.4406748,https://journals.aom.org/doi/10.5465/amr.1977.4406748
1977,2,4,Improving Executive Decisions by Formalizing Dissent: The Corporate Devil's Advocate,Theodore T. Herbert; Ralph W. Estes,10.5465/amr.1977.4406749,https://journals.aom.org/doi/10.5465/amr.1977.4406749
1977,2,4,Behavioral Monitoring Systems in Complex Organizations,Martin J. Gannon,10.5465/amr.1977.4406751,https://journals.aom.org/doi/10.5465/amr.1977.4406751
1977,2,4,Toward A Definition of Organizational Politics,Bronston T. Mayes; Robert W. Allen,10.5465/amr.1977.4406753,https://journals.aom.org/doi/10.5465/amr.1977.4406753
1977,2,4,A Life Cycle Approach to Management by Objectives,Robert W. Hollmann; David A. Tansik,10.5465/amr.1977.4406754,https://journals.aom.org/doi/10.5465/amr.1977.4406754
1977,2,4,An Organizational Change Triggered by a Survey: The Army Air Forces in World War II,Thomas W. Harrell,10.5465/amr.1977.4406756,https://journals.aom.org/doi/10.5465/amr.1977.4406756
1977,2,4,Book Reviews,John Douglas; Rolf E. Rogers,10.5465/amr.1977.4406758,https://journals.aom.org/doi/10.5465/amr.1977.4406758
1977,2,4,Book Reviews,Stuart M. Klein,10.5465/amr.1977.4406760,https://journals.aom.org/doi/10.5465/amr.1977.4406760
1978,3,1,Paradigm Development in the Social Sciences: A Proposed Research Strategy,Kenneth D. Mackenzie; Robert House,10.5465/amr.1978.4296297,https://journals.aom.org/doi/10.5465/amr.1978.4296297
1978,3,1,Managing Not-for-Prof it Enterprises,William H. Newman; Harvey W. Wallender III,10.5465/amr.1978.4296304,https://journals.aom.org/doi/10.5465/amr.1978.4296304
1978,3,1,Corporate Social Responsibility: An Assessment of the Enlightened Self-Interest Model,Gerald D. Keim,10.5465/amr.1978.4296346,https://journals.aom.org/doi/10.5465/amr.1978.4296346
1978,3,1,Organizational/Environmental Interchange: A Model of Boundary Spanning Activity,Richard Leifer; André Delbecq,10.5465/amr.1978.4296354,https://journals.aom.org/doi/10.5465/amr.1978.4296354
1978,3,1,Some Boundary Considerations in the Application of Motivation Models,Bronston T. Mayes,10.5465/amr.1978.4296361,https://journals.aom.org/doi/10.5465/amr.1978.4296361
1978,3,1,Four Perspectives on Conflict Management: An Attributional Framework for Organizing Descriptive and Normative Theory,Ralph H. Kilmann; Kenneth W. Thomas,10.5465/amr.1978.4296368,https://journals.aom.org/doi/10.5465/amr.1978.4296368
1978,3,1,Clandestine Management in the Imperial Chinese Bureaucracy,Richard L. A. Sterba,10.5465/amr.1978.4296372,https://journals.aom.org/doi/10.5465/amr.1978.4296372
1978,3,1,Transactional Analysis in OD: Applications Within The NTL Model,Donald D. Bowen; Raghu Nath,10.5465/amr.1978.4296375,https://journals.aom.org/doi/10.5465/amr.1978.4296375
1978,3,1,Toward Organizational Behavior,L. L. Cummings,10.5465/amr.1978.4296377,https://journals.aom.org/doi/10.5465/amr.1978.4296377
1978,3,1,Matching German Culture and Management Style: A Book Review Essay,Wilmar F. Bernthal,10.5465/amr.1978.4296384,https://journals.aom.org/doi/10.5465/amr.1978.4296384
